Sparsification fractions,Ensemble_rmse_values_Train,Ensemble_rmse_values_Test,Ensemble_rmse_values_OOD_EXP,Ensemble_rmse_values_OOD_MD
0.093,2.750447,27.508012843758582,35.87257712105159,72.88499163291335
0.094,2.7514718,27.508012843758582,35.87257712105159,72.90238941411467
0.095,2.74966,27.484974509592575,35.87257712105159,72.90238941411467
0.096,2.750873,27.499980267286258,35.94336251982958,72.97058597267984
0.097,2.7519748,27.521030543293268,35.94336251982958,72.97058597267984
0.098,2.753554,27.521030543293268,35.94336251982958,73.04193845186526
0.099,2.7539263,27.54287512680117,35.94336251982958,73.11322073561281
0.1,2.7550411,27.552376218458566,35.72820474414486,73.11322073561281
0.101,2.751214,27.552376218458566,35.72820474414486,73.13304454693274
0.10200000000000001,2.7501984,27.574514332344055,35.72820474414486,73.13304454693274
0.10300000000000001,2.7513251,27.595976819408524,35.72820474414486,73.02958063541583
0.10400000000000001,2.7356002,27.595976819408524,35.72820474414486,73.02958063541583
0.105,2.7360709,27.61204494464887,35.75273795270742,73.10073945995606
0.106,2.735842,27.62458454148439,35.75273795270742,73.10073945995606
0.107,2.7363987,27.62458454148439,35.75273795270742,73.17290242936028
0.108,2.7373407,27.645883343407018,35.75273795270742,73.09479290341986
0.109,2.7379115,27.667665687297433,35.77748338420394,73.09479290341986
0.11,2.7281704,27.689701703875045,35.77748338420394,73.16724056957398
0.111,2.7246644,27.689701703875045,35.77748338420394,73.16724056957398
0.112,2.7252855,27.712158671258777,35.77748338420394,73.15171507378163
0.113,2.7266104,27.73370847385764,35.85465616782062,73.15171507378163
0.114,2.7273598,27.73370847385764,35.85465616782062,73.20527316476579
0.115,2.7281237,27.714793223267257,35.85465616782062,73.22242090485665
0.116,2.7292411,27.72269181703456,35.85465616782062,73.22242090485665
0.117,2.730158,27.72269181703456,35.90707549879461,73.29552777978822
0.11800000000000001,2.7306528,27.741371141604787,35.90707549879461,73.29552777978822
0.11900000000000001,2.7315714,27.724237584837784,35.90707549879461,73.34479384383741
0.12,2.7326503,27.724237584837784,35.90707549879461,73.34479384383741
0.121,2.7333982,27.729478220316036,35.797063962125385,73.27243417893561
0.122,2.7338355,27.665192201554422,35.797063962125385,73.19364897750091
0.123,2.7332327,27.665192201554422,35.797063962125385,73.19364897750091
0.124,2.7340214,27.687600901063384,35.797063962125385,73.20975907918698
0.125,2.7348874,27.69876094906906,35.760703674780764,73.20975907918698
0.126,2.7361042,27.71756873194216,35.760703674780764,73.26987813871612
0.127,2.7369134,27.71756873194216,35.760703674780764,73.26987813871612
0.128,2.7375886,27.738523750847115,35.760703674780764,73.33363994160865
0.129,2.7382424,27.75207977272405,35.760703674780764,73.40797535087749
0.13,2.7388487,27.75207977272405,35.84586201485567,73.40797535087749
0.131,2.7387462,27.534700463677826,35.84586201485567,73.4708626292671
0.132,2.7344117,27.549851209503313,35.84586201485567,73.4708626292671
0.133,2.7329078,27.549851209503313,35.84586201485567,73.34115509870485
0.134,2.733669,27.569844994483812,35.409569255941314,73.34115509870485
0.135,2.7342265,27.549120200464888,35.409569255941314,73.23483550270537
0.136,2.7269151,27.549120200464888,35.409569255941314,73.23483550270537
0.137,2.726204,27.570746370202258,35.409569255941314,73.29796410239251
0.138,2.6951144,27.56018900336769,35.37765477057004,73.03225556668426
0.139,2.6946406,27.527931478973063,35.37765477057004,73.03225556668426
0.14,2.686115,27.527931478973063,35.37765477057004,73.03875419344598
0.14100000000000001,2.6871045,27.056134246245293,35.37765477057004,73.03875419344598
0.14200000000000002,2.687813,27.065476405800958,35.4424731225848,73.10544598977468
0.14300000000000002,2.6880803,27.065476405800958,35.4424731225848,73.10544598977468
0.14400000000000002,2.6866217,26.98552684717953,35.4424731225848,73.17254583796012
0.145,2.6876054,27.00195069537085,35.4424731225848,73.20220159774635
0.146,2.6879404,27.00195069537085,35.052814521247754,73.20220159774635
0.147,2.689022,27.021669966445934,35.052814521247754,73.16523769022868
0.148,2.679863,27.025859769313815,35.052814521247754,73.16523769022868
0.149,2.6807208,27.025859769313815,35.052814521247754,73.06794383971459
0.15,2.6811855,27.012965956751316,35.115498359091156,73.06794383971459
0.151,2.6820853,26.493200668144375,35.115498359091156,72.81707202559691
0.152,2.68334,26.425152289682313,35.115498359091156,72.60259561535896
0.153,2.6828609,26.425152289682313,35.115498359091156,72.60259561535896
0.154,2.680104,26.43757868958153,35.115498359091156,72.3842186606427
0.155,2.6812005,26.457941000572617,35.15259009802762,72.3842186606427
0.156,2.6825564,26.457941000572617,35.15259009802762,72.40611523040465
0.157,2.6831636,26.404162659573792,35.15259009802762,72.40611523040465
0.158,2.6840942,26.417925446389305,35.15259009802762,72.1293034699108
0.159,2.6854713,26.417925446389305,35.229375610001675,72.1293034699108
0.16,2.6861734,26.436558208722676,35.229375610001675,72.12546645249596
0.161,2.686661,26.429761395067715,35.229375610001675,71.44907547102258
0.162,2.6868086,26.429761395067715,35.229375610001675,71.44907547102258
0.163,2.6874948,26.438901410133447,35.290983264209245,71.52397867081518
0.164,2.6846979,26.461442617595047,35.290983264209245,71.52397867081518
0.165,2.6793303,26.38924706085229,35.290983264209245,71.35218139727074
0.166,2.6806662,26.38924706085229,35.290983264209245,71.35218139727074
0.167,2.681546,26.29075969111828,35.08805354297475,71.34016649356539
0.168,2.673909,26.277941856706644,35.08805354297475,71.38610098856694
0.169,2.6752036,26.277941856706644,35.08805354297475,71.38610098856694
0.17,2.6763315,26.300789418894688,35.08805354297475,71.46166226086746
0.171,2.6747863,26.288703902931207,34.895178553039564,71.46166226086746
0.17200000000000001,2.6748385,26.288703902931207,34.895178553039564,71.52118219510574
0.17300000000000001,2.6753426,26.308311352123408,34.895178553039564,71.52118219510574
0.17400000000000002,2.6764867,26.326855566896256,34.895178553039564,71.54418108498021
0.17500000000000002,2.6758564,26.326855566896256,34.98249667522246,71.57462663097616
0.176,2.6697166,26.349440172656916,34.98249667522246,71.57462663097616
0.177,2.6709414,26.37062045018993,34.98249667522246,71.13225134517594
0.178,2.6461065,26.37062045018993,34.98249667522246,71.13225134517594
0.179,2.64715,26.384807474845275,34.98249667522246,71.208512188426
0.18,2.6473653,26.39924070145287,35.05106923919879,71.208512188426
0.181,2.6448746,26.397057804132274,35.05106923919879,71.2271330657677
0.182,2.645695,26.397057804132274,35.05106923919879,71.28024697021151
0.183,2.645739,26.303978104660168,35.05106923919879,71.28024697021151
0.184,2.6461775,26.327272043319184,35.120205578553325,71.18310294342831
0.185,2.647389,26.327272043319184,35.120205578553325,71.18310294342831
0.186,2.6478424,26.34665094820969,35.120205578553325,71.15419142617856
0.187,2.6491628,26.339091631452877,35.120205578553325,71.15419142617856
0.188,2.64902,26.339091631452877,34.95936053216295,70.93708148347449
0.189,2.6493585,26.314503140435388,34.95936053216295,70.93708148347449
0.19,2.650729,26.33600297063548,34.95936053216295,70.98078508458725
0.191,2.6512494,26.33600297063548,34.95936053216295,71.00338487973839
0.192,2.652162,26.352422303943847,35.00897351828545,71.00338487973839
0.193,2.6536603,26.32504628543057,35.00897351828545,71.05260528321791
0.194,2.6549673,26.07568473188249,35.00897351828545,71.05260528321791
0.195,2.6564198,26.07568473188249,35.00897351828545,70.77304732858225
0.196,2.6575208,26.096947217127553,35.07122340291409,70.77304732858225
0.197,2.6574569,26.10532729959321,35.07122340291409,70.74784033510129
0.198,2.6584408,26.10532729959321,35.07122340291409,70.82302494549617
0.199,2.658789,26.127950201591748,35.07122340291409,70.82302494549617
0.2,2.6601515,26.14339428160609,35.15358353820335,70.7784308831771
0.201,2.657734,26.14339428160609,35.15358353820335,70.7784308831771
0.202,2.658834,26.113529129543544,35.15358353820335,70.81647323841588
0.203,2.658947,25.8991391698536,35.15358353820335,70.81647323841588
0.20400000000000001,2.6592796,25.8991391698536,35.15358353820335,70.85732062282683
0.20500000000000002,2.6601658,25.89599639616388,35.197549800495196,70.82071720885233
0.20600000000000002,2.661681,25.900511871400496,35.197549800495196,70.82071720885233
0.20700000000000002,2.6613462,25.921804866857563,35.197549800495196,70.66903377549852
0.20800000000000002,2.662293,25.921804866857563,35.197549800495196,70.66903377549852
0.209,2.6635866,25.907521721603022,35.04694330928801,70.7457835577301
0.21,2.6640062,25.89487062281816,35.04694330928801,70.7457835577301
0.211,2.6629703,25.89487062281816,35.04694330928801,70.80699160654751
0.212,2.6484308,25.914023509604043,35.04694330928801,70.80699160654751
0.213,2.6491215,25.44504357197084,34.604206489948716,70.79687889453179
0.214,2.6463082,25.44504357197084,34.604206489948716,70.8615896270582
0.215,2.6462862,25.465040389597867,34.604206489948716,70.8615896270582
0.216,2.6473315,25.48681114661309,34.604206489948716,70.93895318331357
0.217,2.6468344,25.48681114661309,33.906734350194164,70.93895318331357
0.218,2.6484106,25.30812114492868,33.906734350194164,70.74244672842026
0.219,2.64891,25.295695721705915,33.906734350194164,70.74244672842026
0.22,2.6493914,25.248173274383355,33.906734350194164,70.718590347181
0.221,2.6503453,25.248173274383355,33.9522516604421,70.78687697062442
0.222,2.651124,25.20961960751641,33.9522516604421,70.78687697062442
0.223,2.6522996,25.229102591224382,33.9522516604421,70.85000637018251
0.224,2.6528845,25.229102591224382,33.9522516604421,70.85000637018251
0.225,2.6506197,25.127798401402533,33.9004545161915,70.92798409427917
0.226,2.6455367,25.111675475811534,33.9004545161915,70.92798409427917
0.227,2.6460373,25.111675475811534,33.9004545161915,70.9815501091359
0.228,2.6470864,25.097205085784115,33.9004545161915,71.05088109215416
0.229,2.648738,25.119763470936622,33.9004545161915,71.05088109215416
0.23,2.649708,25.119763470936622,33.84801684846691,70.81307193402667
0.231,2.6514192,24.86180169180355,33.84801684846691,70.81307193402667
0.232,2.652851,24.884228241618775,33.84801684846691,70.8934126086502
0.233,2.6540213,24.907540329587153,33.84801684846691,70.8934126086502
0.234,2.654968,24.907540329587153,33.74420153658894,70.9699805144079
0.23500000000000001,2.6485662,24.895545951043353,33.74420153658894,70.6380496237631
0.23600000000000002,2.6498144,24.918730447385702,33.74420153658894,70.6380496237631
0.23700000000000002,2.6498997,24.918730447385702,33.74420153658894,70.71851062019634
0.23800000000000002,2.6502938,24.8466757680667,33.83499293353269,70.71851062019634
0.23900000000000002,2.6505003,24.833623068340405,33.83499293353269,70.7721834043585
0.24,2.651816,24.833623068340405,33.83499293353269,70.7721834043585
0.241,2.6530046,23.281214144701927,33.83499293353269,70.81804516062337
0.242,2.653568,23.29872099194102,33.851430601533636,70.81804516062337
0.243,2.65484,23.29872099194102,33.851430601533636,70.75179070952596
0.244,2.6545763,23.31972833778122,33.851430601533636,70.79889067195462
0.245,2.6540883,23.269343449259402,33.851430601533636,70.79889067195462
0.246,2.6556425,23.269343449259402,33.91232484693367,70.57816035485448
0.247,2.6556766,23.289531376674127,33.91232484693367,70.57816035485448
0.248,2.6569812,23.27296064773274,33.91232484693367,70.66077959060028
0.249,2.6574702,23.235884295867578,33.91232484693367,70.66077959060028
0.25,2.658534,23.235884295867578,34.00637992960222,70.70062363207111
0.251,2.6597397,23.238421265141895,34.00637992960222,70.78287536958479
0.252,2.6604216,23.25530879421864,34.00637992960222,70.78287536958479
0.253,2.6597908,23.25530879421864,34.00637992960222,70.83919147618515
0.254,2.6614454,23.277106621541048,34.00637992960222,70.83919147618515
0.255,2.6627152,23.270519688038533,34.10116533429646,70.74959281601927
0.256,2.663297,23.270519688038533,34.10116533429646,70.74959281601927
0.257,2.6632783,23.26485655031351,34.10116533429646,70.8237557198901
0.258,2.664578,23.285866867250807,34.10116533429646,70.8723379555251
0.259,2.665385,23.285866867250807,33.94954630236362,70.8723379555251
0.26,2.666811,23.302550062092884,33.94954630236362,70.95660143552985
0.261,2.6680994,23.32404949606103,33.94954630236362,70.95660143552985
0.262,2.6693985,23.31846200691923,33.94954630236362,70.56979266065673
0.263,2.670878,23.31846200691923,33.968886361735656,70.56979266065673
0.264,2.6722932,23.34099985177865,33.968886361735656,70.63798002440353
0.265,2.6717174,23.32066367517781,33.968886361735656,70.63798002440353
0.266,2.6729164,23.32066367517781,33.968886361735656,70.64898845527443
0.267,2.6745853,23.066779421175166,34.059100820557454,70.5533168651306
0.268,2.6758392,23.088159525283906,34.059100820557454,70.5533168651306
0.269,2.67556,23.088159525283906,34.059100820557454,70.62720451650448
0.27,2.6761615,23.0880540007424,34.059100820557454,70.62720451650448
0.271,2.6771681,23.102235977508954,34.15627299500853,70.7107355676416
0.272,2.6787992,23.102235977508954,34.15627299500853,70.7107355676416
0.273,2.680509,23.124356014212626,34.15627299500853,70.75564556695886
0.274,2.6817958,23.144262289950895,34.15627299500853,68.62458886926194
0.275,2.6831346,23.142646783064464,34.25428166426707,68.62458886926194
0.276,2.683973,23.142646783064464,34.25428166426707,68.08015159879729
0.277,2.6851497,23.165675591005918,34.25428166426707,68.08015159879729
0.278,2.6863737,23.176420935286867,34.25428166426707,68.12477804335957
0.279,2.6868231,23.176420935286867,34.25428166426707,68.12477804335957
0.28,2.6872125,23.193603724727232,34.3479367533849,68.04449218081793
0.281,2.688235,23.194537256927227,34.3479367533849,67.4558191006511
0.28200000000000003,2.6894336,23.194537256927227,34.3479367533849,67.4558191006511
0.28300000000000003,2.690892,23.133720640961727,34.3479367533849,67.53753453269981
0.28400000000000003,2.6886983,23.153817017224398,34.43736760065318,67.53753453269981
0.28500000000000003,2.689043,23.153817017224398,34.43736760065318,67.57343647984312
0.28600000000000003,2.6904798,23.177194116140214,34.43736760065318,67.57343647984312
0.28700000000000003,2.6909192,23.200472710360422,34.43736760065318,67.6476015190411
0.28800000000000003,2.6921377,23.150294079877334,34.08821573739718,67.353750499729
0.289,2.6934373,23.150294079877334,34.08821573739718,67.353750499729
0.29,2.6946356,23.173181102533846,34.08821573739718,67.32883366869945
0.291,2.695563,23.186643654265083,34.08821573739718,67.32883366869945
0.292,2.6966708,23.186643654265083,34.09453305677936,67.18925241456388
0.293,2.6977909,23.146148840917782,34.09453305677936,67.18925241456388
0.294,2.6984334,23.167314996183617,34.09453305677936,67.03978222145155
0.295,2.6992185,23.167314996183617,34.09453305677936,67.03978222145155
0.296,2.7008662,23.17339160139847,34.100923946174824,67.0350271064787
0.297,2.7022746,23.196952730688547,34.100923946174824,66.95479968114722
0.298,2.7036035,23.196952730688547,34.100923946174824,66.95479968114722
0.299,2.7052093,23.219122744203652,34.100923946174824,67.01126239910124
0.3,2.7070036,23.161867810836135,33.99515377107168,67.01126239910124
0.301,2.70768,23.161867810836135,33.99515377107168,67.08255349564311
0.302,2.708959,23.18290175526627,33.99515377107168,67.08255349564311
0.303,2.7104502,23.18795244642702,33.99515377107168,67.15168603122949
0.304,2.7117107,23.21180336692869,33.99515377107168,67.11715594304573
0.305,2.7132907,23.21180336692869,34.06519403996418,67.11715594304573
0.306,2.7138486,23.196863930083495,34.06519403996418,66.80045597648768
0.307,2.7156785,23.175251421369268,34.06519403996418,66.80045597648768
0.308,2.7172625,23.175251421369268,34.06519403996418,66.80851064087469
0.309,2.7184837,23.199260923292464,34.16302011027868,66.80851064087469
0.31,2.7194476,23.21468839309859,34.16302011027868,66.89065696599467
0.311,2.72145,23.21468839309859,34.16302011027868,66.56322543100991
0.312,2.7228549,23.201919849691475,34.16302011027868,66.56322543100991
0.313,2.7245586,23.212849423803032,34.0813234090708,66.47529701650039
0.314,2.724029,23.212849423803032,34.0813234090708,66.47529701650039
0.315,2.725232,23.23725470259025,34.0813234090708,66.31370535479424
0.316,2.7267144,23.07056824364466,34.0813234090708,66.31370535479424
0.317,2.7280478,23.09295415879484,34.040532356966246,66.33711223970916
0.318,2.7293894,23.09295415879484,34.040532356966246,66.33711223970916
0.319,2.729509,23.110214637221773,34.040532356966246,66.04731596775828
0.32,2.731425,23.126994054866817,34.040532356966246,65.76580392523007
0.321,2.7322206,23.126994054866817,33.35362939901821,65.76580392523007
0.322,2.7342,23.128885331754518,33.35362939901821,65.84823957335048
0.323,2.7350478,23.08241017529092,33.35362939901821,65.84823957335048
0.324,2.7362494,23.08241017529092,33.35362939901821,65.9107533225095
0.325,2.7350698,23.03841484755228,33.06542506321062,65.9107533225095
0.326,2.7361164,23.037725334117457,33.06542506321062,65.9469965988987
0.327,2.7367494,23.037725334117457,33.06542506321062,66.02951039602749
0.328,2.7377672,23.061035649292897,33.06542506321062,66.02951039602749
0.329,2.739009,23.08399220430971,33.06542506321062,65.60618441350053
0.33,2.739792,23.108282144117286,33.128108384847216,65.60618441350053
0.331,2.7404037,23.108282144117286,33.128108384847216,65.64102422579072
0.332,2.7417445,23.133196764899832,33.128108384847216,65.64102422579072
0.333,2.7421494,23.1533376616247,33.128108384847216,65.71952338124491
0.334,2.7432606,23.1533376616247,33.19145463952152,65.80457983575812
0.335,2.7439907,23.16603068602074,33.19145463952152,65.80457983575812
0.336,2.7457478,23.131791152850884,33.19145463952152,65.83869522368312
0.337,2.7451563,23.131791152850884,33.19145463952152,65.83869522368312
0.338,2.7462096,23.152060576616492,33.02881699858916,65.90431305503624
0.339,2.7471902,23.17705849940882,33.02881699858916,65.90431305503624
0.34,2.7451124,23.17705849940882,33.02881699858916,65.9882917697934
0.341,2.7463698,23.198374351887317,33.02881699858916,66.06116047339
0.342,2.7472253,23.202829425529206,32.86124044341952,66.06116047339
0.343,2.7481186,23.22789497274025,32.86124044341952,66.14967578962029
0.34400000000000003,2.7499504,23.22789497274025,32.86124044341952,66.14967578962029
0.34500000000000003,2.7483573,23.105629227570393,32.86124044341952,66.14912738731938
0.34600000000000003,2.7499676,23.08497050335645,32.41893895545579,66.14912738731938
0.34700000000000003,2.7477994,23.08497050335645,32.41893895545579,66.08408919994045
0.34800000000000003,2.7478135,23.10724135595822,32.41893895545579,66.08408919994045
0.34900000000000003,2.7495217,23.082351087447712,32.41893895545579,66.14617460838791
0.35000000000000003,2.74994,23.082351087447712,32.328667398186994,66.05834421127759
0.35100000000000003,2.7520602,23.10618206124064,32.328667398186994,66.05834421127759
0.352,2.7510798,23.126400808629253,32.328667398186994,66.14552011595757
0.353,2.747782,23.126400808629253,32.328667398186994,66.14552011595757
0.354,2.7496438,23.14767789727818,32.328667398186994,66.21790909568631
0.355,2.7514973,23.137316215783457,32.421116485439676,66.21790909568631
0.356,2.7531517,23.137316215783457,32.421116485439676,66.30849766863852
0.357,2.7544732,23.111487152398848,32.421116485439676,66.39646986866603
0.358,2.755128,23.135235978374677,32.421116485439676,66.39646986866603
0.359,2.757254,23.100890079813365,32.51471475025015,66.48728002806114
0.36,2.7594028,23.100890079813365,32.51471475025015,66.48728002806114
0.361,2.7591865,23.12658755566511,32.51471475025015,66.53617966850696
0.362,2.760786,23.11670761096331,32.51471475025015,66.53617966850696
0.363,2.7620478,23.11670761096331,32.61689743298961,66.5911047673832
0.364,2.7614949,23.10698929985724,32.61689743298961,66.68211754345407
0.365,2.761959,23.1332776225829,32.61689743298961,66.68211754345407
0.366,2.7640545,23.1332776225829,32.61689743298961,65.32632225493296
0.367,2.7653418,23.14511427699946,32.586346048341035,65.32632225493296
0.368,2.7650084,23.16706663809179,32.586346048341035,65.30205395915812
0.369,2.766596,23.16706663809179,32.586346048341035,65.30205395915812
0.37,2.768465,23.117242128224916,32.586346048341035,64.86277503361525
0.371,2.7694876,23.13238597251898,32.64950975520025,64.86277503361525
0.372,2.7419965,23.158375402287756,32.64950975520025,64.75548415665052
0.373,2.7438502,23.158375402287756,32.64950975520025,64.81186740916795
0.374,2.7457225,23.152218340480626,32.64950975520025,64.81186740916795
0.375,2.7474847,23.178907009807894,32.75066060726591,64.83572962196514
0.376,2.7452471,23.178907009807894,32.75066060726591,64.83572962196514
0.377,2.7470832,23.196108541788814,32.75066060726591,64.86569095066793
0.378,2.7485614,23.118087864158753,32.75066060726591,64.86569095066793
0.379,2.743391,23.118087864158753,32.75066060726591,63.14004885258483
0.38,2.745222,23.116949012177674,32.85382971042101,63.12518554982847
0.381,2.7465096,23.139901159427534,32.85382971042101,63.12518554982847
0.382,2.7479289,23.139901159427534,32.85382971042101,63.041223138419646
0.383,2.748939,22.986301849582027,32.85382971042101,63.041223138419646
0.384,2.7504313,22.975518238203843,32.96386262745854,63.110813320110765
0.385,2.751241,22.9910612264613,32.96386262745854,63.110813320110765
0.386,2.7526774,22.9910612264613,32.96386262745854,62.96871102348351
0.387,2.754299,23.005218328489033,32.96386262745854,63.0566756390343
0.388,2.7561092,22.892958323893254,33.071243353717605,63.0566756390343
0.389,2.757832,22.892958323893254,33.071243353717605,63.146108008423255
0.39,2.7596433,22.83086269165354,33.071243353717605,63.146108008423255
0.391,2.76187,22.847239090925573,33.071243353717605,63.20796260029601
0.392,2.7630558,22.847239090925573,33.1767347869861,63.20796260029601
0.393,2.7653642,22.87440535020653,33.1767347869861,63.222992744363964
0.394,2.7672112,22.90162148922432,33.1767347869861,63.31349762281902
0.395,2.7690797,22.90162148922432,33.1767347869861,63.31349762281902
0.396,2.7710676,22.55000433873855,33.29083545170097,63.35486561498442
0.397,2.7732248,22.57390732919855,33.29083545170097,63.35486561498442
0.398,2.7743928,22.599671619028204,33.29083545170097,63.438508189209564
0.399,2.6507256,22.599671619028204,33.29083545170097,63.438508189209564
