Sparsification_fractions,MCD_rmse_values_Train,MCD_rmse_values_Test,MCD_rmse_values_OOD_EXP,MCD_rmse_values_OOD_MD
0.0,7.0238174595776135,32.76023541169466,46.90117540412234,80.55227576003587
0.001,6.9250489053890405,32.76023541169466,46.90117540412234,80.55227576003587
0.002,6.857996572397973,32.2776359946292,46.90117540412234,80.20445098370375
0.003,6.845559399648452,32.230580155713774,46.90117540412234,80.20445098370375
0.004,6.836213972987661,32.230580155713774,46.90117540412234,80.07239787420625
0.005,6.8329904110985025,32.21692672555954,46.998066443583035,80.07239787420625
0.006,6.832131551549401,32.23889914053132,46.998066443583035,80.10972564031078
0.007,6.831292017786369,32.23889914053132,46.998066443583035,80.10972564031078
0.008,6.830831108396976,32.20234282312051,46.998066443583035,80.02845908736772
0.009000000000000001,6.822287284613752,32.221604293680684,47.018782408776794,80.09205716869258
0.01,6.821041973424884,32.221604293680684,47.018782408776794,80.09205716869258
0.011,6.820194508166937,32.09142561551923,47.018782408776794,80.16315476790191
0.012,6.820469424507932,32.07699623085339,47.018782408776794,80.16315476790191
0.013000000000000001,6.8157531735072,32.07699623085339,47.11759052093843,80.23082206480571
0.014,6.80830289153534,31.891501920203027,47.11759052093843,80.23082206480571
0.015,6.796924722068826,31.827312801979474,47.11759052093843,79.87688109221588
0.016,6.795678658841679,31.843421827914362,47.11759052093843,79.16009329047112
0.017,6.780036421833767,31.843421827914362,47.21019027734613,79.16009329047112
0.018000000000000002,6.778727972464231,31.866347984744774,47.21019027734613,79.23093684320864
0.019,6.76994604807978,31.889649519324877,47.21019027734613,79.23093684320864
0.02,6.76586267339591,31.889649519324877,47.21019027734613,79.25238965679999
0.021,6.7602173131844685,31.86982875278271,47.29524040506188,79.25238965679999
0.022,6.743450433771978,31.887258919164122,47.29524040506188,79.07084907512126
0.023,6.701162324979186,31.887258919164122,47.29524040506188,79.09221005562044
0.024,6.689309268513168,31.83024712898412,47.29524040506188,79.09221005562044
0.025,6.679788323742558,31.849411336533954,46.96119608296392,78.60399865458533
0.026000000000000002,6.677964250269595,31.849411336533954,46.96119608296392,78.60399865458533
0.027,6.67385365656429,31.872335793976774,46.96119608296392,78.53876806856768
0.028,6.651661493943258,31.876272288862268,46.96119608296392,78.53876806856768
0.029,6.641494335326479,31.899721392876938,46.96119608296392,78.59577627065318
0.03,6.636737302957699,31.899721392876938,47.04518801651919,78.59577627065318
0.031,6.630488869297587,31.92168532660844,47.04518801651919,78.66377102042658
0.032,6.614833777823587,31.944569696289648,47.04518801651919,78.6942063589853
0.033,6.611564662485454,31.944569696289648,47.04518801651919,78.6942063589853
0.034,6.610958967224378,31.95986155301993,46.917011316931564,78.26169608229539
0.035,6.6102291818006185,31.919343787210284,46.917011316931564,78.26169608229539
0.036000000000000004,6.6101159596931245,31.919343787210284,46.917011316931564,78.15861818958145
0.037,6.605680736027112,31.93566737572263,46.917011316931564,78.15861818958145
0.038,6.6068089353373525,31.959633736161948,46.96831076756856,78.19584281646662
0.039,6.60459339895681,31.959633736161948,46.96831076756856,78.17595547274705
0.04,6.601280168659003,31.982526092846058,46.96831076756856,78.17595547274705
0.041,6.59820738353494,32.00518631875829,46.96831076756856,78.23609069859347
0.042,6.593659801677385,31.990658419426925,47.015136730067574,78.23609069859347
0.043000000000000003,6.585490281136214,31.990658419426925,47.015136730067574,78.28649385204457
0.044,6.584286103561752,32.007342468178315,47.015136730067574,78.28649385204457
0.045,6.582846309974468,31.95673233543165,47.015136730067574,78.35483748568939
0.046,6.580875133380384,31.95673233543165,46.83785707485353,77.6561370033007
0.047,6.56900892049846,31.962513111707246,46.83785707485353,77.6561370033007
0.048,6.564485152842743,31.9802288568944,46.83785707485353,77.4925976290546
0.049,6.551288181320948,31.9802288568944,46.83785707485353,77.4925976290546
0.05,6.551911042056948,31.99269932518201,46.85429210479316,77.55804675851027
0.051000000000000004,6.547681890230707,31.926105262402995,46.85429210479316,77.55804675851027
0.052000000000000005,6.5469608077428,31.926105262402995,46.85429210479316,77.62510473945296
0.053,6.543556822300587,31.948560071616477,46.85429210479316,77.62510473945296
0.054,6.485174732366423,31.81801772451501,46.85429210479316,77.60082665549193
0.055,6.482666849667994,31.53083474019362,46.939303955812136,77.43170516355242
0.056,6.4785079987825185,31.53083474019362,46.939303955812136,77.43170516355242
0.057,6.47737649544442,31.54453700212521,46.939303955812136,77.45737750096431
0.058,6.474693814476637,31.56014587257626,46.939303955812136,77.45737750096431
0.059000000000000004,6.449278624313962,31.56014587257626,46.67919698626107,77.4414217211963
0.06,6.441580114399224,31.584386869054146,46.67919698626107,77.4414217211963
0.061,6.438610741502638,31.603773635027054,46.67919698626107,77.42042394283561
0.062,6.4347011337913775,31.603773635027054,46.67919698626107,77.47889054396042
0.063,6.428464599511353,31.627563165030697,46.73993587596683,77.47889054396042
0.064,6.42655179599156,31.633794685342938,46.73993587596683,77.54766420928293
0.065,6.417727492963459,31.633794685342938,46.73993587596683,77.54766420928293
0.066,6.419466422483545,31.641337259403365,46.73993587596683,77.6196286548776
0.067,6.416674291177499,31.5973204616614,46.811529733650595,77.6196286548776
0.068,6.41578929011909,31.5973204616614,46.811529733650595,77.68058881735463
0.069,6.415609070083248,31.548412227911452,46.811529733650595,77.7001924477003
0.07,6.40789450572687,31.569569317714297,46.811529733650595,77.7001924477003
0.07100000000000001,6.3904394231130075,31.594137921208446,46.9142286574511,77.77356939662857
0.07200000000000001,6.38496175110513,31.594137921208446,46.9142286574511,77.77356939662857
0.073,6.387775218241051,31.612523230071478,46.9142286574511,77.64931036108835
0.074,6.383889419471627,31.637089335508406,46.9142286574511,77.64931036108835
0.075,6.383174369923986,31.637089335508406,47.00825368638689,77.34296437575674
0.076,6.37971317118977,31.649737260863176,47.00825368638689,77.35030735017693
0.077,6.36224374320553,31.674370790995006,47.00825368638689,77.35030735017693
0.078,6.35775828061133,31.674370790995006,47.00825368638689,77.17471735648574
0.079,6.341668742411565,31.693394634755684,47.00825368638689,77.17471735648574
0.08,6.324456630525367,31.693790645786045,46.93728119459441,77.24873407519273
0.081,6.325497647819785,31.693790645786045,46.93728119459441,77.24873407519273
0.082,6.327846609442274,31.65592536379225,46.93728119459441,77.24047310118536
0.083,6.31033923532339,31.67615401224608,46.93728119459441,77.24047310118536
0.084,6.310518736658703,31.695068233473343,46.49981119725528,76.43172939056592
0.085,6.293656325908561,31.695068233473343,46.49981119725528,76.48924657198582
0.08600000000000001,6.2811164043762675,31.714216072284195,46.49981119725528,76.48924657198582
0.08700000000000001,6.276755811954851,31.68760938445976,46.49981119725528,76.51207715167331
0.088,6.2752184578323265,31.68760938445976,46.53362958143742,76.51207715167331
0.089,6.274571292711278,31.695078246878413,46.53362958143742,76.40078090640216
0.09,6.261552630780788,31.718953858437224,46.53362958143742,76.40078090640216
0.091,6.261170983426744,31.718953858437224,46.53362958143742,76.47015452760687
0.092,6.257757880360971,31.68412370558074,46.63855359251125,76.54296240014679
0.093,6.257579076413968,31.709350134688936,46.63855359251125,76.54296240014679
0.094,6.247472139327937,31.709350134688936,46.63855359251125,76.60000852480837
0.095,6.249522660992031,31.732135085688036,46.63855359251125,76.60000852480837
0.096,6.2489828450629,31.700484388894825,46.603803576106266,76.67379676659402
0.097,6.243238042900088,31.725139647521054,46.603803576106266,76.67379676659402
0.098,6.243061460679233,31.725139647521054,46.603803576106266,76.516092740176
0.099,6.243685914794553,31.731859415459247,46.603803576106266,76.31083878498427
0.1,6.2407940861490605,31.7498600658015,46.68164487500054,76.31083878498427
0.101,6.241940495529767,31.7498600658015,46.68164487500054,75.60885139767107
